Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
喀麦隆,CMR,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
刚果（布）,COG,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
哥伦比亚,COL,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,13.10546875,12.58668187,12.44517072,12.19455614,10.37042765,11.24325113,10.20515173,9.353222369,8.287292818,7.908637386,8.292823796,8.412226129,6.937349924,9.784929232,11.70089835,10.29221882,9.70251135,9.893372107,10.09150701,10.19886129,10.28115707,14.17253521,11.2814129,8.551281122,10.00327746,4.31945021,6.866943168,5.966991113,4.565410303,5.103768116,5.43713457,5.12410639,6.29122709,4.014561838,4.9049407,5.457114702,6.295478406,5.409897593,7.282869083,6.610085928,3.464785999,,,
科摩罗,COM,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佛得角,CPV,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哥斯达黎加,CRI,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
加勒比小国,CSS,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古巴,CUB,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
库拉索,CUW,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开曼群岛,CYM,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塞浦路斯,CYP,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
捷克共和国,CZE,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,84.84273617,85.11079108,85.14353718,81.6689847,81.2734164,81.19596094,81.00363324,81.8615485,80.5264493,84.75007596,83.33613304,90.27759987,90.50149159,88.22728526,85.48201167,78.56812857,70.64119879,70.58942394,71.85518417,76.44007644,76.56141166,75.34077247,74.33764108,73.05656887,74.03879488,73.40613885,74.30275472,73.56709582,71.90573419,75.12858142,73.75596088,68.53740378,64.12770479,63.04332259,63.79392416,62.46563225,64.59140422,62.19368492,59.60439184,58.79229714,57.50579231,53.84376259,,
德国,DEU,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,87.02877131,86.72576879,86.9091068,85.74242566,84.4487515,80.18256584,76.85119678,77.08996555,76.24578883,74.72714886,74.46359924,74.98938117,72.37980693,69.00350472,67.20836331,63.27461761,66.08277194,63.65334829,62.6458232,61.94284101,62.93991508,65.11608019,66.20680226,67.66259097,65.32322006,61.93752882,62.26195974,59.87912537,58.62670875,58.06130998,58.73112389,59.14606607,57.1244135,57.37846109,56.52802239,55.62260001,54.96058588,53.35860047,54.11993664,52.15448516,53.14609313,51.83953558,52.6833736,53.21415094,50.14659238,49.83731037,48.03030881,49.30076595,46.04561708,44.26501368,43.98207622,45.1288887,46.88147051,,
吉布提,DJI,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多米尼克,DMA,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丹麦,DNK,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,71.62454874,69.86455982,72.30046948,68.16053512,64.83656793,63.97263745,51.41078422,61.43758627,54.72878999,38.77899045,31.20755094,18.59428694,18.75182269,35.80020921,30.85286565,34.94853263,46.47715637,48.01486584,55.39230091,63.11790512,81.84195778,85.99402925,91.45241507,94.98173948,95.83186309,93.56299753,92.51534938,93.82820713,91.08656929,89.08559717,90.67046417,91.51730743,87.69926475,86.32189321,82.03952881,74.42189455,74.02672539,64.8899921,57.53168098,51.59558068,46.24580479,47.22892205,46.47084277,54.79366042,46.17914729,42.66125917,53.85981452,50.59263404,47.68953463,48.61336338,43.76160033,39.70885104,34.72683617,,
多米尼加共和国,DOM,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,13.46107784,1.617749018,12.48123526,6.675824176,0.768049155,1.162790698,12.50320924,8.278086364,10.06912012,2.706527508,3.669892277,3.945578231,3.676064124,8.800207981,7.64721209,2.728976341,4.937912301,5.582106672,24.96233522,17.99298375,11.82295277,15.94150569,15.85620007,16.67227456,16.6580756,15.03771465,15.35260116,,,
阿尔及利亚,DZA,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
东亚与太平洋,EAP,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,58.98564356,53.77092549,49.09057135,48.07311433,48.21808806,43.9150098,48.83150525,52.46651226,49.61618679,46.58637318,46.08885958,47.10241238,47.19091209,49.8540633,55.42898139,58.33024175,59.69381547,59.6990526,60.34881007,61.11202956,63.12826778,64.3014329,62.67165436,63.40710477,62.07650972,63.89100166,64.15922993,63.7545391,65.77553435,66.93766136,65.82021965,67.24074484,69.33330365,68.73449475,70.11585166,72.1076726,73.42217894,71.52913023,71.42615676,70.64556324,73.02580162,,,
东亚与太平洋地区（所有收入水平）,EAS,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,28.72717172,25.92065215,24.09038055,24.07191239,24.85968476,23.00718448,25.21507798,26.13937348,25.73627962,26.48194331,26.89125358,28.17489715,29.49516057,32.29385812,35.50410224,37.25622583,38.26569766,38.53362456,38.69930506,38.56039947,39.94694366,41.83361369,42.67002711,43.47480708,43.64463147,45.28084511,45.97108166,46.55504033,48.13064501,49.96415023,51.10640794,52.5125845,55.25846767,55.53249085,57.20660504,59.0659703,60.77402891,60.22988371,61.00787121,60.34063765,62.8650358,,,
欧洲和中亚,ECA,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.96556631,34.53297153,35.91637213,33.91530396,33.89067963,32.90074127,30.55746235,30.8390368,30.04132414,29.53201323,30.45731043,31.51655651,30.17325715,30.88900399,29.15622716,29.64183093,31.22202544,33.00541317,34.53358296,33.90328763,32.86751268,35.71096043,,,
欧洲与中亚地区（所有收入水平）,ECS,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,26.58489375,24.5544736,24.4621741,23.37690056,23.72696049,24.90272173,24.41075954,24.53670192,24.68318082,25.6076815,24.90146667,25.67759595,25.52117884,23.22327757,23.88117479,24.04304596,23.55294145,22.7235876,22.90210356,31.77968462,31.52550291,31.0528039,29.88226746,30.50622455,30.08160892,29.51783144,28.32098787,28.21494376,27.02718394,27.84713716,27.47637782,27.47225011,28.20652212,26.74121913,26.42528766,26.83697976,26.66564878,25.67303392,24.22750693,23.71878795,24.68392545,,,
厄瓜多尔,ECU,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
阿拉伯埃及共和国,EGY,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
欧洲货币联盟,EMU,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,48.79930414,49.75879334,50.7969224,47.5386069,48.64083784,45.13406585,42.01623344,43.54595795,42.58899466,40.80791857,40.41063966,40.69726862,37.55454724,35.13738977,34.42212901,33.19810133,36.36055839,35.05391575,35.2093479,35.17827572,36.13807257,36.21940742,38.14242666,38.2300658,36.89800233,35.314442,34.09227895,33.09720659,32.23222217,32.98021137,34.25038358,32.99852996,31.60645617,30.16981015,29.98410237,29.97552158,28.91984654,28.15778762,28.40379923,27.40938439,27.86780295,26.80557398,27.61047742,27.7659474,26.62714209,26.10063044,24.94616185,25.45118805,22.6861216,21.49726008,20.71930388,21.73771163,,,
厄立特里亚,ERI,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
西班牙,ESP,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,12.89889331,18.07165437,18.9565597,10.13630923,17.9197995,19.88084731,14.07680671,23.11764416,22.75217742,19.60565762,21.71820329,21.73743606,23.04203784,18.86862279,16.15715071,20.71670443,17.86542663,19.75207414,20.74820934,22.20948779,30.00750737,34.55034729,39.42170458,42.66757961,41.84884765,44.11345598,43.23002776,41.82088292,31.67537378,41.12703804,40.1194397,38.58829459,41.56987875,40.77998443,38.91374874,40.50762096,31.53462348,33.82342834,32.66215769,36.64841598,36.60041372,30.77827406,34.36896927,29.51852413,29.03394879,27.90409231,22.99801747,24.54454196,16.0696255,12.65567772,8.823746313,15.54325451,19.04171337,,
爱沙尼亚,EST,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.21780129,84.93886874,92.9190501,91.6304469,95.95426561,95.61902594,95.52739874,95.08161512,93.50709798,93.26168337,91.90269127,92.02872954,92.95840112,94.01174168,94.11878882,93.13081823,92.66337855,95.52912223,93.64899348,91.38854084,88.35236038,87.91592337,85.32508775,,
埃塞俄比亚,ETH,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
欧洲联盟,EUU,燃煤炭发电量（占总量的百分比）,EG.ELC.COAL.ZS,50.95913207,51.08785959,51.78539286,50.0767175,50.10506434,48.22809036,45.81288401,46.4130739,45.90742475,44.54265475,42.98933716,46.16737644,42.61733136,42.54333378,40.6637675,41.45433464,43.28871314,42.37030188,42.55325389,42.90637791,44.47340107,43.51415537,44.90650813,44.71810956,40.45812907,41.37836835,41.45010776,40.80261777,39.64262988,39.71563819,40.57354414,39.91431036,38.3827612,36.55858044,36.06415124,35.4287799,34.50215846,32.6456062,32.33443347,30.92259783,31.98429699,31.25730859,31.45847281,32.40768143,30.86158428,30.31385358,30.40634218,30.34489664,27.79819894,26.32026779,25.69420724,26.86174698,,,
