CountryName,CountryCode,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
欧洲货币联盟,EMU,石油发电量（千瓦时）,EG.ELC.PETR.KH,17660000000,27905000000,40650000000,50497000000,76449000000,86298000000,94689000000,1.08E+11,1.24E+11,1.51E+11,1.88E+11,2.15E+11,2.45E+11,2.92E+11,2.73E+11,2.51E+11,2.99E+11,2.45E+11,2.78E+11,2.85E+11,2.99E+11,2.61E+11,2.20E+11,1.84E+11,1.36E+11,1.31E+11,1.35E+11,1.43E+11,1.37E+11,1.64E+11,1.64E+11,1.81E+11,1.92E+11,1.75E+11,1.75E+11,1.87E+11,1.78E+11,1.74E+11,1.83E+11,1.70E+11,1.54E+11,1.47E+11,1.63E+11,1.43E+11,1.29E+11,1.25E+11,1.17E+11,97835000000,92886000000,83101000000,73244000000,64470000000,,,
厄立特里亚,ERI,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146000000,151000000,161000000,172000000,193000000,213000000,194000000,213000000,209000000,232000000,258000000,276000000,282000000,287000000,267000000,286000000,285000000,293000000,309000000,335000000,,,
西班牙,ESP,石油发电量（千瓦时）,EG.ELC.PETR.KH,589000000,1125000000,2490000000,2133000000,3589000000,5730000000,5117000000,8568000000,10917000000,10392000000,15330000000,13695000000,11792000000,25110000000,28853000000,30764000000,43059000000,27002000000,28840000000,26571000000,38439000000,36398000000,29311000000,24394000000,11496000000,7747000000,6187000000,6436000000,6937000000,9138000000,8604000000,10156000000,14329000000,9544000000,10509000000,14623000000,13920000000,14103000000,17499000000,24445000000,22578000000,24632000000,28593000000,24002000000,23839000000,24420000000,23829000000,18508000000,18002000000,19242000000,16562000000,14772000000,15662000000,,
爱沙尼亚,EST,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440000000,1271000000,529000000,620000000,130000000,103000000,100000000,178000000,259000000,297000000,56000000,40000000,27000000,40000000,42000000,32000000,30000000,34000000,37000000,45000000,41000000,43000000,58000000,,
埃塞俄比亚,ETH,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,289000000,299000000,258000000,239000000,229000000,213000000,168000000,161000000,187000000,205000000,214000000,218000000,230000000,220000000,213000000,198000000,171000000,165000000,158000000,140000000,127000000,90000000,120000000,97000000,99000000,93000000,48000000,48000000,19000000,23000000,19000000,21000000,16000000,18000000,12000000,10000000,162000000,467000000,444000000,31000000,33000000,,,
欧洲联盟,EUU,石油发电量（千瓦时）,EG.ELC.PETR.KH,43633000000,54171000000,68854000000,81038000000,1.09E+11,1.24E+11,1.38E+11,1.52E+11,1.73E+11,2.15E+11,2.71E+11,3.16E+11,3.70E+11,4.08E+11,3.97E+11,3.51E+11,4.01E+11,3.55E+11,3.92E+11,3.94E+11,3.73E+11,3.26E+11,2.80E+11,2.40E+11,2.60E+11,2.08E+11,1.98E+11,1.99E+11,1.85E+11,2.14E+11,2.24E+11,2.32E+11,2.42E+11,2.19E+11,2.15E+11,2.28E+11,2.22E+11,2.10E+11,2.17E+11,2.01E+11,1.78E+11,1.71E+11,1.84E+11,1.66E+11,1.46E+11,1.41E+11,1.35E+11,1.13E+11,1.08E+11,98614000000,86426000000,73941000000,,,
,FCS,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,3931000000,4187000000,4839000000,5290000000,5407000000,5533000000,8059000000,10432000000,12583000000,16232000000,17722000000,21854000000,27590000000,31022000000,32584000000,34274000000,33818000000,33416000000,32451000000,38743000000,36182000000,40915000000,43005000000,46163000000,45888000000,46925000000,49586000000,52414000000,54497000000,56218000000,57732000000,62034000000,59488000000,68593000000,54591000000,50502000000,56015000000,63004000000,57986000000,51699000000,43406000000,,,
芬兰,FIN,石油发电量（千瓦时）,EG.ELC.PETR.KH,782000000,640000000,507000000,1201000000,1637000000,1655000000,2299000000,1913000000,3092000000,4566000000,6058000000,4994000000,5979000000,8260000000,6114000000,4886000000,7047000000,6063000000,5042000000,4495000000,4418000000,2687000000,1755000000,1067000000,1172000000,1330000000,1235000000,1467000000,1615000000,1147000000,1679000000,1069000000,1391000000,1402000000,1711000000,1447000000,1322000000,1378000000,1193000000,928000000,587000000,664000000,893000000,969000000,615000000,500000000,481000000,469000000,653000000,535000000,484000000,416000000,409000000,,
斐济,FJI,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法国,FRA,石油发电量（千瓦时）,EG.ELC.PETR.KH,2663000000,3552000000,5377000000,7148000000,13254000000,11998000000,10336000000,13866000000,12733000000,19089000000,32253000000,43771000000,59021000000,73312000000,69013000000,56433000000,71921000000,48726000000,55506000000,53103000000,48439000000,32518000000,26102000000,15526000000,8310000000,7062000000,5437000000,5769000000,5630000000,11728000000,8668000000,14084000000,9319000000,6091000000,5617000000,7749000000,7790000000,7727000000,11651000000,9952000000,7165000000,5958000000,5767000000,7096000000,6528000000,7925000000,7133000000,6163000000,5857000000,4822000000,5565000000,3439000000,3221000000,,
法罗群岛,FRO,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
密克罗尼西亚联邦,FSM,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加蓬,GAB,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,114000000,129000000,160000000,93000000,110000000,166000000,142000000,140000000,210000000,270000000,183000000,180000000,182000000,185000000,194000000,195000000,197000000,201000000,100000000,110000000,104000000,103000000,109000000,71000000,87000000,194000000,197000000,272000000,244000000,270000000,258000000,282000000,333000000,377000000,484000000,438000000,655000000,492000000,343000000,367000000,367000000,,,
英国,GBR,石油发电量（千瓦时）,EG.ELC.PETR.KH,20865000000,22791000000,24824000000,25342000000,27360000000,30602000000,31886000000,32953000000,33034000000,34121000000,46046000000,58884000000,78171000000,72153000000,75407000000,58083000000,48329000000,49435000000,52874000000,50136000000,33139000000,26012000000,26356000000,24746000000,91715000000,48307000000,31235000000,26268000000,28393000000,29442000000,34676000000,28116000000,29809000000,21143000000,14837000000,17297000000,17185000000,10669000000,9461000000,8700000000,8446000000,5252000000,4799000000,4594000000,4644000000,5339000000,6174000000,5050000000,6711000000,5994000000,4805000000,3665000000,3550000000,,
格鲁吉亚,GEO,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003000000,3238000000,563000000,612000000,488000000,1713000000,444000000,392000000,322000000,270000000,274000000,25000000,30000000,30000000,42000000,66000000,24000000,24000000,12000000,39000000,32000000,7000000,,,
加纳,GHA,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,35000000,36000000,38000000,31000000,39000000,47000000,51000000,52000000,53000000,41000000,35000000,28000000,24000000,33000000,31000000,30000000,0,0,0,0,0,0,22000000,28000000,19000000,2000000,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
几内亚,GIN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冈比亚,GMB,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
几内亚比绍共和国,GNB,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤道几内亚,GNQ,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
希腊,GRC,石油发电量（千瓦时）,EG.ELC.PETR.KH,603000000,705000000,1048000000,984000000,1234000000,1619000000,1822000000,2858000000,3526000000,3525000000,3421000000,3917000000,5525000000,7341000000,6955000000,6627000000,6056000000,6046000000,7876000000,8160000000,9089000000,7616000000,7064000000,6799000000,6879000000,7160000000,6015000000,6536000000,6315000000,7018000000,7746000000,8847000000,8186000000,7837000000,8011000000,8860000000,8534000000,8299000000,8078000000,8157000000,8885000000,8477000000,8633000000,8707000000,8385000000,9207000000,9601000000,9642000000,9990000000,7679000000,6089000000,5915000000,4397000000,,
格林纳达,GRD,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
格陵兰,GRL,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
危地马拉,GTM,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,425000000,584000000,632000000,489000000,772000000,984000000,1205000000,1251000000,1357000000,1666000000,1338000000,1099000000,698000000,948000000,1003000000,66000000,238000000,231000000,195000000,183000000,238000000,1075000000,970000000,1075000000,1184000000,1057000000,1103000000,1973000000,2190000000,2381000000,2545000000,2629000000,2720000000,1714000000,1654000000,2228000000,2693000000,2376000000,3078000000,1692000000,1520000000,,,
关岛,GUM,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圭亚那,GUY,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高收入国家,HIC,石油发电量（千瓦时）,EG.ELC.PETR.KH,1.17E+11,1.36E+11,1.55E+11,1.76E+11,2.31E+11,2.59E+11,2.99E+11,3.47E+11,4.10E+11,5.40E+11,6.87E+11,8.36E+11,9.97E+11,1.14E+12,1.08E+12,1.03E+12,1.14E+12,1.16E+12,1.20E+12,1.12E+12,1.00E+12,9.09E+11,7.82E+11,7.22E+11,6.75E+11,5.71E+11,5.90E+11,5.87E+11,6.59E+11,7.46E+11,7.38E+11,7.49E+11,7.27E+11,6.77E+11,6.81E+11,6.55E+11,6.32E+11,6.26E+11,6.60E+11,6.39E+11,6.03E+11,5.87E+11,5.82E+11,6.13E+11,5.73E+11,5.72E+11,4.92E+11,5.05E+11,4.67E+11,4.06E+11,3.79E+11,4.12E+11,,,
中国香港特别行政区,HKG,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,5574000000,6184000000,6799000000,6713000000,7363000000,8330000000,9438000000,10370000000,11377000000,12634000000,13292000000,11296000000,7630000000,5486000000,4248000000,3242000000,1163000000,450000000,805000000,519000000,1131000000,1468000000,1803000000,535000000,670000000,598000000,366000000,361000000,288000000,153000000,155000000,173000000,201000000,237000000,151000000,146000000,112000000,137000000,136000000,107000000,115000000,,,
洪都拉斯,HND,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,149000000,119000000,127000000,119000000,147000000,180000000,219000000,112000000,110000000,124000000,167000000,201000000,305000000,320000000,90000000,45000000,50000000,54000000,49000000,40000000,34000000,151000000,304000000,518000000,1055000000,1028000000,1051000000,1492000000,1301000000,1391000000,1971000000,2465000000,2759000000,3403000000,3702000000,3770000000,3954000000,4049000000,3614000000,3629000000,3901000000,,,
重债穷国 (HIPC),HPC,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,2996000000,2964000000,3120000000,2808000000,2840000000,3156000000,3898000000,4071000000,3886000000,3008000000,2980000000,2997000000,3973000000,4227000000,3367000000,3577000000,4109000000,3958000000,3290000000,3524000000,3402000000,4117000000,4478000000,5167000000,6014000000,5517000000,6322000000,6789000000,6733000000,7152000000,8264000000,8845000000,9568000000,10726000000,12039000000,13431000000,14260000000,14732000000,14636000000,12551000000,13621000000,,,
克罗地亚,HRV,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897000000,1890000000,2480000000,2712000000,1398000000,2459000000,1872000000,2701000000,3547000000,3891000000,1687000000,2133000000,2218000000,3269000000,1666000000,1855000000,1961000000,2315000000,1985000000,2013000000,560000000,752000000,,,
海地,HTI,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,43000000,15000000,26000000,13000000,14000000,16000000,43000000,43000000,74000000,82000000,111000000,136000000,202000000,210000000,210000000,105000000,158000000,127000000,153000000,123000000,119000000,102000000,90000000,48000000,242000000,333000000,405000000,357000000,293000000,264000000,311000000,287000000,280000000,287000000,291000000,299000000,314000000,305000000,514000000,410000000,567000000,,,
匈牙利,HUN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,1492000000,1705000000,1639000000,1931000000,2498000000,2888000000,3334000000,3427000000,3033000000,4063000000,4874000000,4395000000,5336000000,6873000000,4894000000,3316000000,2947000000,2942000000,3179000000,3943000000,4544000000,3924000000,3540000000,1809000000,1540000000,1351000000,2827000000,3992000000,5622000000,5523000000,5284000000,4512000000,5861000000,5963000000,5309000000,4404000000,4192000000,2137000000,1626000000,773000000,455000000,521000000,535000000,355000000,633000000,490000000,144000000,170000000,,
印度尼西亚,IDN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,983000000,1337000000,1340000000,1537000000,1797000000,1458000000,1975000000,3525000000,4763000000,6157000000,6978000000,9176000000,10012000000,11131000000,10271000000,9175000000,11069000000,11390000000,10966000000,15332000000,17567000000,19179000000,20897000000,11796000000,9680000000,10960000000,16142000000,14366000000,15249000000,18342000000,19627000000,25261000000,28190000000,35973000000,39140000000,38717000000,37703000000,42949000000,35358000000,34183000000,42305000000,,,
马恩岛,IMN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
印度,IND,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,4197000000,5025000000,5105000000,5086000000,5365000000,5258000000,5702000000,6406000000,7589000000,7615000000,6983000000,7518000000,8155000000,9113000000,9172000000,8812000000,9450000000,9325000000,9654000000,10048000000,9858000000,10427000000,9790000000,10559000000,11274000000,18997000000,19604000000,20012000000,22509000000,24091000000,22599000000,23448000000,25245000000,23416000000,21646000000,19170000000,12736000000,16582000000,11379000000,17032000000,12223000000,,,
未分类国家,INX,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爱尔兰,IRL,石油发电量（千瓦时）,EG.ELC.PETR.KH,124000000,526000000,830000000,1092000000,1464000000,1678000000,2025000000,2352000000,2286000000,2616000000,3115000000,3963000000,4418000000,4873000000,5007000000,5098000000,5442000000,6019000000,6910000000,7212000000,6385000000,4645000000,2995000000,2393000000,2256000000,2424000000,5378000000,2692000000,970000000,716000000,1428000000,2432000000,2472000000,2341000000,2836000000,2680000000,2687000000,3465000000,4849000000,6169000000,4638000000,5203000000,3729000000,2454000000,3211000000,3340000000,2834000000,1919000000,1708000000,921000000,605000000,417000000,426000000,,
伊朗伊斯兰共和国,IRN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,4978000000,5005000000,7130000000,7641000000,8763000000,9654000000,10008000000,10110000000,10858000000,11097000000,12304000000,12104000000,19344000000,21541000000,26019000000,25564000000,19864000000,21428000000,21691000000,21954000000,23976000000,23263000000,23976000000,24385000000,27755000000,28761000000,27587000000,19744000000,23393000000,25360000000,27685000000,26181000000,22318000000,27035000000,28078000000,38299000000,40546000000,41564000000,45191000000,46029000000,66633000000,,,
伊拉克,IRQ,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,833000000,914000000,930000000,1194000000,897000000,771000000,2758000000,3897000000,4871000000,8259000000,9026000000,11449000000,14692000000,17728000000,18748000000,19977000000,18010000000,16100000000,15845000000,17638000000,16604000000,20287000000,20855000000,21417000000,23150000000,23315000000,23963000000,24747000000,24916000000,25304000000,26389000000,28976000000,24943000000,29902000000,12344000000,6915000000,7667000000,7388000000,6189000000,7769000000,6972000000,,,
冰岛,ISL,石油发电量（千瓦时）,EG.ELC.PETR.KH,25000000,24000000,25000000,24000000,25000000,34000000,48000000,37000000,38000000,47000000,44000000,49000000,48000000,87000000,73000000,73000000,57000000,70000000,53000000,56000000,47000000,35000000,11000000,7000000,4000000,4000000,5000000,5000000,7000000,6000000,6000000,7000000,6000000,5000000,5000000,9000000,5000000,4000000,5000000,5000000,5000000,4000000,6000000,6000000,4000000,5000000,4000000,2000000,2000000,2000000,2000000,2000000,3000000,,
以色列,ISR,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,7580000000,8429000000,8720000000,9158000000,9712000000,10361000000,11108000000,11874000000,12436000000,12404000000,12975000000,11164000000,9636000000,7334000000,7033000000,7129000000,8590000000,10303000000,10707000000,10427000000,10028000000,10482000000,9822000000,11175000000,11362000000,9945000000,10082000000,11312000000,12784000000,13265000000,10876000000,10213000000,10758000000,6288000000,6654000000,5613000000,5797000000,5990000000,2227000000,2145000000,4359000000,5231000000,,
意大利,ITA,石油发电量（千瓦时）,EG.ELC.PETR.KH,3735000000,9734000000,15494000000,16460000000,25810000000,26890000000,29617000000,34869000000,41294000000,49663000000,57305000000,68646000000,76839000000,89743000000,91263000000,83312000000,92871000000,86489000000,98126000000,1.01E+11,1.05E+11,1.01E+11,93951000000,91676000000,74313000000,76174000000,77483000000,89941000000,89702000000,1.03E+11,1.03E+11,1.04E+11,1.16E+11,1.14E+11,1.16E+11,1.21E+11,1.17E+11,1.13E+11,1.07E+11,91379000000,85878000000,75008000000,87764000000,75987000000,57696000000,47102000000,45853000000,35387000000,31456000000,26020000000,21714000000,19885000000,18686000000,,
牙买加,JAM,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,1447000000,1751000000,1883000000,1969000000,1295000000,1323000000,1325000000,1343000000,1295000000,1274000000,1281000000,1536000000,1458000000,1439000000,1436000000,1522000000,1659000000,1641000000,1583000000,2272000000,1980000000,3820000000,3593000000,4512000000,5528000000,5683000000,5884000000,6161000000,6290000000,6286000000,6426000000,6778000000,6966000000,6980000000,7148000000,7178000000,5699000000,5737000000,5255000000,3862000000,4720000000,,,
约旦,JOR,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,230000000,278000000,315000000,350000000,407000000,501000000,601000000,704000000,900000000,1070000000,1237000000,1512000000,1918000000,2265000000,2495000000,2952000000,3467000000,3236000000,3135000000,3193000000,3297000000,3950000000,4199000000,4288000000,4852000000,5306000000,5473000000,6042000000,6330000000,6591000000,6729000000,7391000000,7198000000,4410000000,4291000000,3254000000,2213000000,2174000000,1217000000,4187000000,10623000000,,,
日本,JPN,石油发电量（千瓦时）,EG.ELC.PETR.KH,19700000000,26300000000,31300000000,36700000000,57300000000,61576000000,71538000000,93184000000,1.16E+11,1.67E+11,2.10E+11,2.40E+11,2.84E+11,3.41E+11,2.99E+11,3.02E+11,3.21E+11,3.41E+11,3.26E+11,3.10E+11,2.65E+11,2.63E+11,2.38E+11,2.36E+11,2.11E+11,1.84E+11,1.80E+11,1.92E+11,2.11E+11,2.33E+11,1.55E+11,1.50E+11,1.54E+11,1.34E+11,1.48E+11,1.34E+11,1.25E+11,1.17E+11,1.09E+11,1.11E+11,1.04E+11,86572000000,1.00E+11,1.08E+11,97878000000,1.04E+11,89588000000,1.11E+11,1.00E+11,72773000000,73800000000,1.05E+11,1.17E+11,,
哈萨克斯坦,KAZ,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8731000000,7550000000,7300000000,6735000000,4768000000,4860000000,4277000000,3792000000,3587000000,3027000000,2643000000,2383000000,3053000000,2573000000,1167000000,2460000000,2527000000,2600000000,2660000000,877000000,620000000,543000000,,,
肯尼亚,KEN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,288000000,333000000,385000000,323000000,322000000,575000000,364000000,309000000,260000000,430000000,334000000,311000000,164000000,225000000,139000000,259000000,384000000,126000000,109000000,231000000,160000000,147000000,131000000,210000000,416000000,406000000,744000000,832000000,1489000000,2124000000,1508000000,1023000000,817000000,1343000000,1645000000,1862000000,1840000000,2426000000,3029000000,2287000000,2569000000,,,
吉尔吉斯斯坦,KGZ,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
柬埔寨,KHM,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198000000,251000000,318000000,379000000,404000000,447000000,508000000,698000000,714000000,773000000,905000000,1111000000,1424000000,1417000000,1170000000,914000000,951000000,,,
基里巴斯,KIR,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣基茨和尼维斯,KNA,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大韩民国,KOR,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,8496000000,9660000000,12200000000,14186000000,17125000000,19853000000,23733000000,26449000000,28868000000,29297000000,32071000000,34728000000,32873000000,26234000000,19964000000,13895000000,5087000000,11523000000,14920000000,18857000000,27182000000,35310000000,34888000000,40380000000,42279000000,41401000000,41014000000,14557000000,14066000000,34581000000,35682000000,31603000000,31623000000,27680000000,24294000000,22667000000,25182000000,15351000000,19811000000,18935000000,16631000000,21785000000,,
科索沃,KOS,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000,24000000,24000000,26000000,26000000,27000000,29000000,31000000,33000000,15000000,22000000,21000000,,,
科威特,KWT,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,366000000,580000000,358000000,581000000,1265000000,1545000000,1971000000,2364000000,2771000000,3960000000,4763000000,7955000000,8419000000,9464000000,11221000000,11198000000,11931000000,13504000000,13685000000,10246000000,9716000000,10486000000,7606000000,10254000000,11038000000,9572000000,10965000000,17447000000,21372000000,21682000000,23771000000,28370000000,30008000000,29835000000,32766000000,32662000000,33211000000,33299000000,37877000000,37283000000,35616000000,,,
拉丁美洲&加勒比海地区,LAC,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,46548000000,49926000000,54612000000,55840000000,58287000000,62824000000,69367000000,76909000000,81868000000,90146000000,90987000000,93801000000,97960000000,94566000000,93208000000,1.06E+11,1.12E+11,1.12E+11,1.16E+11,1.04E+11,1.06E+11,1.11E+11,1.06E+11,1.19E+11,1.15E+11,1.19E+11,1.34E+11,1.50E+11,1.49E+11,1.57E+11,1.57E+11,1.40E+11,1.16E+11,1.34E+11,1.35E+11,1.31E+11,1.31E+11,1.38E+11,1.33E+11,1.36E+11,1.43E+11,,,
老挝,LAO,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黎巴嫩,LBN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,536000000,738000000,1313000000,1155000000,1050000000,1200000000,1350000000,1500000000,1650000000,1902000000,2150000000,2650000000,3040000000,3215000000,3276000000,3610000000,3990000000,3400000000,2000000000,1000000000,2440000000,3051000000,3776000000,4367000000,4564000000,6167000000,7614000000,9459000000,9745000000,9308000000,9834000000,11043000000,11311000000,11358000000,11387000000,10915000000,11487000000,12983000000,12956000000,13886000000,15560000000,,,
利比里亚,LBR,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利比亚,LBY,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,508000000,569000000,1147000000,1381000000,1821000000,2276000000,2833000000,3363000000,4150000000,4800000000,5190000000,5612000000,6068000000,6561000000,7095000000,6835000000,7644000000,8047000000,8093000000,10169000000,10460000000,10759000000,11341000000,11689000000,8815000000,9186000000,9820000000,10728000000,11107000000,12096000000,12559000000,13827000000,15087000000,16372000000,16336000000,14953000000,14691000000,18971000000,19171000000,17409000000,12064000000,,,
圣卢西亚,LCA,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉丁美洲与加勒比海地区（所有收入水平）,LCN,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,49698000000,53575000000,57415000000,58620000000,61077000000,65848000000,72301000000,80079000000,85455000000,93036000000,93639000000,96426000000,99362000000,95701000000,94179000000,1.07E+11,1.13E+11,1.15E+11,1.19E+11,1.06E+11,1.08E+11,1.13E+11,1.07E+11,1.20E+11,1.16E+11,1.22E+11,1.37E+11,1.53E+11,1.54E+11,1.59E+11,1.59E+11,1.41E+11,1.18E+11,1.38E+11,1.39E+11,1.35E+11,1.47E+11,1.57E+11,1.48E+11,1.46E+11,1.52E+11,,,
最不发达国家：联合国分类,LDC,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,2773000000,2802000000,2959000000,2830000000,2786000000,2709000000,2889000000,3113000000,3459000000,3313000000,3364000000,3582000000,3817000000,4109000000,4422000000,4854000000,4663000000,4596000000,4143000000,4401000000,4751000000,5204000000,5600000000,5562000000,6653000000,6744000000,8505000000,8122000000,9598000000,9970000000,10639000000,10602000000,11496000000,12070000000,13855000000,15614000000,16919000000,18276000000,18644000000,15580000000,15532000000,,,
低收入国家,LIC,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,2413000000,3125000000,3301000000,2914000000,2278000000,3057000000,2504000000,2779000000,2939000000,2663000000,2459000000,2711000000,2445000000,3659000000,3026000000,3913000000,3653000000,3170000000,2274000000,2400000000,1348000000,1638000000,1795000000,1861000000,3082000000,3607000000,4877000000,4624000000,6007000000,6149000000,5589000000,4805000000,4677000000,5480000000,6402000000,6833000000,6856000000,7814000000,8148000000,6771000000,7428000000,,,
列支敦士登,LIE,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斯里兰卡,LKA,石油发电量（千瓦时）,EG.ELC.PETR.KH,,,,,,,,,,,,66000000,139000000,323000000,78000000,47000000,68000000,47000000,19000000,64000000,189000000,300000000,458000000,897000000,170000000,69000000,7000000,530000000,202000000,56000000,5000000,261000000,640000000,183000000,298000000,350000000,1278000000,1698000000,1768000000,2011000000,3796000000,3661000000,4381000000,4406000000,5259000000,5853000000,4845000000,5934000000,5086000000,6008000000,5028000000,5846000000,,,
